complaint_id,fraud_type,transaction_amount,transaction_count,complaint_count,location,latitude,longitude,location_risk,withdrawal_distance,withdrawal_hour,previous_cases,hotspot
CP-01387,UPI Fraud,53314,11,1,Mumbai,19.076,72.8777,0.46,38.27,16,14,0
CP-01388,Investment Fraud,7668,5,4,Pune,18.5204,73.8567,0.33,5.32,9,15,0
CP-01389,Online Shopping Fraud,8477,2,19,Aurangabad,19.8762,75.3433,0.67,37.1,1,6,1
CP-01390,Investment Fraud,74168,12,16,Mumbai,19.076,72.8777,0.14,44.81,20,4,0
CP-01391,UPI Fraud,41249,12,1,Kolhapur,16.705,74.2433,0.81,31.37,6,3,0
CP-01392,UPI Fraud,20556,10,4,Pune,18.5204,73.8567,0.52,12.74,3,15,0
CP-01393,Phishing,66796,8,13,Aurangabad,19.8762,75.3433,0.06,6.53,12,15,0
CP-01394,Identity Theft,31292,14,18,Aurangabad,19.8762,75.3433,0.26,30.83,14,3,0
CP-01395,Online Shopping Fraud,83887,1,6,Mumbai,19.076,72.8777,0.14,37.36,7,5,0
CP-01396,Online Shopping Fraud,92201,9,7,Kolhapur,16.705,74.2433,0.48,14.86,21,3,0
CP-01397,Identity Theft,48647,11,9,Nashik,19.9975,73.7898,0.39,35.03,3,14,0
CP-01398,Online Shopping Fraud,56183,3,1,Aurangabad,19.8762,75.3433,0.28,6.45,12,0,0
CP-01399,Identity Theft,4967,11,20,Nagpur,21.1458,79.0882,0.44,45.45,11,4,0
CP-01400,Investment Fraud,60576,5,1,Kolhapur,16.705,74.2433,0.98,18.21,16,6,0
CP-01401,Identity Theft,69320,7,17,Kolhapur,16.705,74.2433,0.06,32.97,11,10,0
CP-01402,Identity Theft,18855,5,10,Kolhapur,16.705,74.2433,0.92,3.88,20,15,1
CP-01403,Phishing,79908,11,6,Nashik,19.9975,73.7898,0.58,46.41,21,8,0
CP-01404,UPI Fraud,42977,10,19,Kolhapur,16.705,74.2433,0.35,31.07,12,2,0
CP-01405,Investment Fraud,96559,3,8,Pune,18.5204,73.8567,0.1,5.76,21,15,0
CP-01406,Identity Theft,30847,13,8,Aurangabad,19.8762,75.3433,0.11,44.1,23,12,0
CP-01407,Investment Fraud,8616,10,9,Pune,18.5204,73.8567,0.11,42.42,2,14,0
CP-01408,Identity Theft,83244,14,1,Thane,19.2183,72.9781,0.92,16.4,22,14,1
CP-01409,Phishing,84044,10,18,Mumbai,19.076,72.8777,0.2,13.0,14,9,0
CP-01410,Online Shopping Fraud,97775,3,14,Mumbai,19.076,72.8777,0.81,40.53,6,2,0
CP-01411,Identity Theft,82959,11,4,Pune,18.5204,73.8567,0.2,40.6,0,11,0
CP-01412,Phishing,72141,14,3,Thane,19.2183,72.9781,0.34,34.28,23,15,0
CP-01413,UPI Fraud,27694,10,16,Aurangabad,19.8762,75.3433,0.5,18.15,17,4,0
CP-01414,UPI Fraud,56534,11,13,Nashik,19.9975,73.7898,0.87,28.67,4,9,1
CP-01415,Investment Fraud,65867,4,2,Pune,18.5204,73.8567,0.6,16.88,7,9,0
CP-01416,Online Shopping Fraud,92679,6,3,Nashik,19.9975,73.7898,0.87,8.31,9,2,0
CP-01417,Online Shopping Fraud,32140,14,17,Thane,19.2183,72.9781,0.93,25.25,12,1,1
CP-01418,UPI Fraud,15032,10,16,Kolhapur,16.705,74.2433,0.94,49.25,20,0,1
CP-01419,Online Shopping Fraud,55734,5,7,Nagpur,21.1458,79.0882,0.33,38.35,4,6,0
CP-01420,Investment Fraud,96690,6,2,Aurangabad,19.8762,75.3433,0.24,4.11,18,1,0
CP-01421,Investment Fraud,55057,10,20,Pune,18.5204,73.8567,0.93,44.43,15,4,1
CP-01422,Identity Theft,5971,2,2,Kolhapur,16.705,74.2433,0.5,11.65,11,13,0
CP-01423,UPI Fraud,30352,1,2,Nagpur,21.1458,79.0882,0.03,39.2,6,12,0
CP-01424,Online Shopping Fraud,63699,1,13,Thane,19.2183,72.9781,0.77,34.92,13,13,0
CP-01425,Phishing,15649,8,4,Mumbai,19.076,72.8777,0.9,49.14,11,11,0
CP-01426,Identity Theft,57716,15,2,Nagpur,21.1458,79.0882,0.24,5.05,0,7,0
CP-01427,UPI Fraud,99140,15,18,Kolhapur,16.705,74.2433,0.57,49.55,0,7,1
CP-01428,Investment Fraud,7925,3,15,Pune,18.5204,73.8567,0.18,2.66,11,7,0
CP-01429,Online Shopping Fraud,79945,7,16,Mumbai,19.076,72.8777,0.66,33.0,2,8,1
CP-01430,Investment Fraud,65371,12,12,Mumbai,19.076,72.8777,0.9,43.01,14,9,1
CP-01431,UPI Fraud,72773,5,8,Aurangabad,19.8762,75.3433,0.53,13.74,22,3,0
CP-01432,Investment Fraud,54348,12,20,Nagpur,21.1458,79.0882,0.49,4.38,4,7,1
CP-01433,Phishing,72978,4,4,Kolhapur,16.705,74.2433,0.37,40.91,4,1,0
CP-01434,Investment Fraud,58208,11,15,Kolhapur,16.705,74.2433,0.95,1.55,1,8,1
CP-01435,UPI Fraud,50854,5,3,Thane,19.2183,72.9781,0.06,42.8,12,15,0
CP-01436,Online Shopping Fraud,50646,7,15,Aurangabad,19.8762,75.3433,0.04,10.68,5,13,0
CP-01437,Investment Fraud,87060,5,2,Pune,18.5204,73.8567,0.54,17.72,0,10,0
CP-01438,Identity Theft,99238,10,7,Aurangabad,19.8762,75.3433,0.76,17.38,19,13,0
CP-01439,Online Shopping Fraud,96081,15,2,Aurangabad,19.8762,75.3433,0.81,27.89,23,9,1
CP-01440,Phishing,56052,10,19,Nashik,19.9975,73.7898,0.77,13.37,12,14,1
CP-01441,Investment Fraud,2490,5,9,Mumbai,19.076,72.8777,0.09,12.87,17,9,0
CP-01442,UPI Fraud,52221,1,20,Thane,19.2183,72.9781,0.27,13.8,8,0,0
CP-01443,UPI Fraud,75006,11,11,Nagpur,21.1458,79.0882,0.84,42.46,14,14,1
CP-01444,Identity Theft,1662,8,2,Nashik,19.9975,73.7898,0.97,24.27,17,6,0
CP-01445,Phishing,76465,2,9,Pune,18.5204,73.8567,0.9,27.8,2,14,1
CP-01446,Phishing,36694,5,16,Nagpur,21.1458,79.0882,0.13,31.7,4,1,0
CP-01447,UPI Fraud,86299,1,6,Pune,18.5204,73.8567,0.68,43.1,18,10,0
CP-01448,Investment Fraud,94525,4,2,Thane,19.2183,72.9781,0.95,49.6,8,0,0
CP-01449,UPI Fraud,94651,1,20,Thane,19.2183,72.9781,0.23,5.9,16,14,0
CP-01450,UPI Fraud,10651,4,7,Thane,19.2183,72.9781,0.33,18.88,21,13,0
CP-01451,Identity Theft,56398,15,10,Kolhapur,16.705,74.2433,0.14,16.66,11,10,0
CP-01452,Phishing,49614,8,10,Kolhapur,16.705,74.2433,0.62,8.44,1,9,1
CP-01453,Phishing,3846,2,20,Thane,19.2183,72.9781,0.21,16.0,22,11,0
CP-01454,Phishing,76873,1,5,Nashik,19.9975,73.7898,0.38,49.89,2,2,0
CP-01455,Online Shopping Fraud,66494,10,18,Thane,19.2183,72.9781,0.73,27.18,3,1,1
CP-01456,Phishing,86902,9,17,Nashik,19.9975,73.7898,0.44,13.82,18,9,0
CP-01457,Identity Theft,32360,13,12,Nagpur,21.1458,79.0882,0.23,16.08,3,7,0
CP-01458,Online Shopping Fraud,54229,6,3,Kolhapur,16.705,74.2433,0.35,25.53,11,15,0
CP-01459,Identity Theft,59347,13,14,Mumbai,19.076,72.8777,0.23,41.48,4,7,0
CP-01460,UPI Fraud,77145,11,5,Kolhapur,16.705,74.2433,0.61,39.89,10,10,0
CP-01461,Phishing,54043,7,17,Pune,18.5204,73.8567,0.98,29.01,20,6,1
CP-01462,UPI Fraud,2533,3,4,Nashik,19.9975,73.7898,0.42,38.39,22,15,0
CP-01463,Online Shopping Fraud,4966,14,14,Mumbai,19.076,72.8777,0.02,8.76,2,4,0
CP-01464,Investment Fraud,69877,15,13,Aurangabad,19.8762,75.3433,0.9,18.04,12,7,1
CP-01465,UPI Fraud,44646,15,11,Pune,18.5204,73.8567,0.59,31.02,23,1,1
CP-01466,Identity Theft,47025,8,14,Kolhapur,16.705,74.2433,0.63,37.16,13,9,0
CP-01467,Phishing,18143,12,6,Kolhapur,16.705,74.2433,0.72,29.68,16,2,0
CP-01468,Phishing,78298,10,12,Pune,18.5204,73.8567,0.67,22.95,10,14,1
CP-01469,Investment Fraud,95203,10,9,Thane,19.2183,72.9781,0.94,5.3,9,15,1
CP-01470,Investment Fraud,74441,9,17,Pune,18.5204,73.8567,0.58,42.28,13,9,0
CP-01471,Identity Theft,42256,13,6,Nashik,19.9975,73.7898,0.95,2.58,23,6,1
CP-01472,Investment Fraud,36971,10,20,Thane,19.2183,72.9781,0.31,17.69,5,3,0
CP-01473,Phishing,64284,8,8,Nagpur,21.1458,79.0882,0.89,14.78,8,3,0
CP-01474,Online Shopping Fraud,37020,3,4,Kolhapur,16.705,74.2433,0.21,42.02,5,0,0
CP-01475,Phishing,71256,9,7,Pune,18.5204,73.8567,0.01,41.71,0,11,0
CP-01476,UPI Fraud,75363,7,15,Nagpur,21.1458,79.0882,0.52,41.64,9,3,0
CP-01477,Investment Fraud,57157,8,9,Nashik,19.9975,73.7898,0.09,7.27,8,3,0
CP-01478,Investment Fraud,10863,12,8,Aurangabad,19.8762,75.3433,0.73,16.69,16,10,0
CP-01479,UPI Fraud,83157,12,17,Nashik,19.9975,73.7898,0.67,4.17,22,10,1
CP-01480,UPI Fraud,13664,15,17,Nashik,19.9975,73.7898,0.32,42.15,21,1,0
CP-01481,Identity Theft,18440,10,13,Mumbai,19.076,72.8777,0.87,11.4,6,8,1
CP-01482,Online Shopping Fraud,64005,14,6,Mumbai,19.076,72.8777,0.73,14.49,6,2,0
CP-01483,Phishing,95302,12,7,Aurangabad,19.8762,75.3433,0.0,3.83,17,6,0
CP-01484,Identity Theft,55308,12,9,Pune,18.5204,73.8567,0.61,31.74,7,11,0
CP-01485,Identity Theft,86606,3,10,Thane,19.2183,72.9781,0.84,43.81,21,15,0
CP-01486,UPI Fraud,83078,7,20,Aurangabad,19.8762,75.3433,0.36,24.31,3,7,0
CP-01487,Identity Theft,38153,7,15,Aurangabad,19.8762,75.3433,0.33,33.29,3,5,0
CP-01488,Online Shopping Fraud,87087,2,12,Nagpur,21.1458,79.0882,0.7,35.39,15,15,0
CP-01489,Online Shopping Fraud,90575,4,1,Nashik,19.9975,73.7898,0.29,25.62,13,1,0
CP-01490,Investment Fraud,42861,5,11,Aurangabad,19.8762,75.3433,0.41,40.55,13,12,0
CP-01491,Identity Theft,35668,8,8,Pune,18.5204,73.8567,0.34,41.02,9,14,0
CP-01492,Phishing,75539,15,6,Mumbai,19.076,72.8777,0.54,39.09,3,10,1
CP-01493,Investment Fraud,71248,1,1,Thane,19.2183,72.9781,0.8,4.97,22,10,0
CP-01494,Online Shopping Fraud,72968,2,2,Aurangabad,19.8762,75.3433,0.52,18.42,6,5,0
CP-01495,Phishing,94586,4,10,Nashik,19.9975,73.7898,0.8,45.58,10,13,0
CP-01496,Online Shopping Fraud,96619,4,1,Thane,19.2183,72.9781,0.04,1.49,16,3,0
CP-01497,UPI Fraud,64056,1,6,Nashik,19.9975,73.7898,0.28,1.7,20,7,0
CP-01498,UPI Fraud,98792,2,13,Nagpur,21.1458,79.0882,0.66,6.99,23,8,0
CP-01499,UPI Fraud,10184,9,14,Pune,18.5204,73.8567,0.02,37.26,17,4,0
CP-01500,Identity Theft,77595,13,13,Kolhapur,16.705,74.2433,0.19,30.48,9,10,0
CP-01501,Identity Theft,97949,1,10,Thane,19.2183,72.9781,0.27,10.53,8,15,0
CP-01502,Online Shopping Fraud,56799,2,8,Nagpur,21.1458,79.0882,0.97,28.27,15,9,0
CP-01503,Identity Theft,32562,7,1,Thane,19.2183,72.9781,0.99,36.51,11,3,0
CP-01504,Investment Fraud,76243,1,13,Mumbai,19.076,72.8777,0.77,22.63,15,3,0
CP-01505,UPI Fraud,19344,13,3,Nagpur,21.1458,79.0882,0.1,8.88,15,7,0
CP-01506,Identity Theft,53347,10,16,Mumbai,19.076,72.8777,0.52,42.06,7,1,0
CP-01507,UPI Fraud,54483,5,11,Nagpur,21.1458,79.0882,0.83,2.31,22,13,1
CP-01508,Investment Fraud,90991,4,18,Nagpur,21.1458,79.0882,0.79,27.51,10,7,0
CP-01509,UPI Fraud,93412,8,17,Nashik,19.9975,73.7898,0.55,37.11,23,2,0
CP-01510,Phishing,92152,2,13,Nashik,19.9975,73.7898,0.13,1.17,16,3,0
CP-01511,Phishing,57857,14,4,Mumbai,19.076,72.8777,0.04,21.5,5,15,0
CP-01512,Online Shopping Fraud,72207,7,13,Kolhapur,16.705,74.2433,0.01,6.32,9,8,0
CP-01513,Online Shopping Fraud,81122,15,12,Nagpur,21.1458,79.0882,0.56,8.71,9,6,0
CP-01514,Phishing,49160,9,20,Kolhapur,16.705,74.2433,0.25,23.41,10,4,0
CP-01515,UPI Fraud,94227,14,16,Thane,19.2183,72.9781,0.01,21.11,4,15,0
CP-01516,UPI Fraud,41373,12,7,Pune,18.5204,73.8567,0.2,5.15,14,10,0
CP-01517,Investment Fraud,82416,8,20,Pune,18.5204,73.8567,0.16,17.85,17,7,0
CP-01518,Investment Fraud,2351,15,7,Kolhapur,16.705,74.2433,0.27,41.13,13,9,0
CP-01519,Online Shopping Fraud,53357,15,9,Thane,19.2183,72.9781,0.56,32.26,6,2,0
CP-01520,Online Shopping Fraud,13997,12,7,Mumbai,19.076,72.8777,0.28,13.52,3,4,0
CP-01521,Online Shopping Fraud,85019,13,13,Thane,19.2183,72.9781,0.33,38.71,18,8,0
CP-01522,Online Shopping Fraud,62550,4,6,Kolhapur,16.705,74.2433,0.0,11.98,6,2,0
CP-01523,Online Shopping Fraud,19286,3,16,Mumbai,19.076,72.8777,0.87,16.51,1,4,1
CP-01524,Online Shopping Fraud,58130,7,16,Aurangabad,19.8762,75.3433,0.33,25.27,3,7,0
CP-01525,Online Shopping Fraud,49954,13,13,Nashik,19.9975,73.7898,0.71,18.07,16,10,1
CP-01526,Identity Theft,79848,14,7,Pune,18.5204,73.8567,0.96,47.3,8,4,1
CP-01527,Phishing,58387,8,9,Thane,19.2183,72.9781,0.69,28.12,13,11,0
CP-01528,Online Shopping Fraud,48431,14,15,Pune,18.5204,73.8567,0.77,17.63,13,6,1
CP-01529,Identity Theft,25532,7,12,Thane,19.2183,72.9781,0.18,37.51,0,6,0
CP-01530,Online Shopping Fraud,69444,4,1,Nagpur,21.1458,79.0882,0.59,16.76,11,8,0
CP-01531,Investment Fraud,80031,5,2,Pune,18.5204,73.8567,0.65,32.26,12,1,0
CP-01532,Identity Theft,82455,1,19,Nagpur,21.1458,79.0882,0.82,43.23,15,14,1
CP-01533,Phishing,62555,12,18,Mumbai,19.076,72.8777,0.81,2.39,0,4,1
CP-01534,Investment Fraud,17755,2,14,Aurangabad,19.8762,75.3433,0.83,6.41,14,1,0
CP-01535,Phishing,71814,5,7,Pune,18.5204,73.8567,0.66,37.0,10,10,0
CP-01536,UPI Fraud,95151,6,17,Thane,19.2183,72.9781,0.01,33.39,13,1,0
CP-01537,Online Shopping Fraud,66235,3,9,Mumbai,19.076,72.8777,0.08,22.45,8,6,0
CP-01538,Identity Theft,23171,11,1,Nashik,19.9975,73.7898,0.31,28.25,3,10,0
CP-01539,UPI Fraud,91764,2,19,Thane,19.2183,72.9781,0.93,4.86,2,5,1
CP-01540,Identity Theft,42115,10,1,Mumbai,19.076,72.8777,0.77,39.54,6,11,0
CP-01541,Investment Fraud,95432,4,10,Pune,18.5204,73.8567,0.84,32.29,6,4,0
CP-01542,Phishing,50216,12,10,Pune,18.5204,73.8567,0.18,7.45,10,13,0
CP-01543,Investment Fraud,25173,5,7,Aurangabad,19.8762,75.3433,0.18,15.1,22,14,0
CP-01544,Phishing,64710,6,19,Pune,18.5204,73.8567,0.36,38.73,16,14,0
CP-01545,Investment Fraud,77206,7,5,Pune,18.5204,73.8567,0.54,10.93,22,13,0
CP-01546,UPI Fraud,89893,13,10,Kolhapur,16.705,74.2433,0.21,35.13,16,8,0
CP-01547,Identity Theft,28119,5,7,Thane,19.2183,72.9781,0.47,2.06,3,5,0
CP-01548,Investment Fraud,61742,10,11,Mumbai,19.076,72.8777,0.37,19.21,18,1,0
CP-01549,Investment Fraud,14211,11,12,Kolhapur,16.705,74.2433,0.87,0.89,13,15,1
CP-01550,Online Shopping Fraud,85419,15,4,Nagpur,21.1458,79.0882,0.19,18.22,5,14,0
CP-01551,Identity Theft,99072,1,15,Mumbai,19.076,72.8777,0.81,23.09,18,13,0
CP-01552,UPI Fraud,32427,5,12,Nashik,19.9975,73.7898,0.6,24.39,12,9,0
CP-01553,Online Shopping Fraud,66948,2,14,Mumbai,19.076,72.8777,0.43,13.83,18,12,0
CP-01554,Online Shopping Fraud,21999,9,6,Pune,18.5204,73.8567,0.92,44.39,22,6,0
CP-01555,Phishing,18790,3,11,Aurangabad,19.8762,75.3433,0.79,3.16,2,9,1
CP-01556,Phishing,45864,8,13,Aurangabad,19.8762,75.3433,0.17,0.54,4,6,0
CP-01557,Phishing,40808,2,6,Nagpur,21.1458,79.0882,0.24,10.56,2,7,0
CP-01558,Online Shopping Fraud,73290,14,12,Kolhapur,16.705,74.2433,0.0,8.39,3,15,0
CP-01559,UPI Fraud,52148,12,7,Kolhapur,16.705,74.2433,0.91,33.59,14,7,1
CP-01560,Online Shopping Fraud,17343,6,5,Nashik,19.9975,73.7898,0.4,16.69,9,13,0
CP-01561,Phishing,70507,2,12,Nashik,19.9975,73.7898,0.49,37.15,18,0,0
CP-01562,UPI Fraud,23851,13,8,Thane,19.2183,72.9781,0.37,17.32,0,12,0
CP-01563,Investment Fraud,30656,3,16,Kolhapur,16.705,74.2433,0.19,10.96,13,2,0
CP-01564,UPI Fraud,86226,3,14,Nashik,19.9975,73.7898,0.15,15.9,21,15,0
CP-01565,UPI Fraud,55777,3,6,Nagpur,21.1458,79.0882,0.4,26.11,3,14,0
CP-01566,Investment Fraud,90423,12,4,Nagpur,21.1458,79.0882,0.66,20.52,0,5,0
CP-01567,Identity Theft,75824,9,13,Mumbai,19.076,72.8777,0.69,1.07,20,12,1
CP-01568,Online Shopping Fraud,7644,5,14,Aurangabad,19.8762,75.3433,0.26,31.89,19,14,0
CP-01569,Identity Theft,62568,12,11,Nagpur,21.1458,79.0882,0.84,48.6,3,5,1
CP-01570,Phishing,50762,14,3,Thane,19.2183,72.9781,0.15,17.19,22,8,0
CP-01571,Identity Theft,81046,12,15,Thane,19.2183,72.9781,0.43,23.51,1,3,0
CP-01572,UPI Fraud,48617,1,20,Nashik,19.9975,73.7898,0.69,12.99,10,9,0
CP-01573,UPI Fraud,35527,3,10,Thane,19.2183,72.9781,0.36,1.37,10,9,0
CP-01574,Online Shopping Fraud,15138,6,2,Thane,19.2183,72.9781,0.53,20.11,5,2,0
CP-01575,Identity Theft,17022,12,5,Pune,18.5204,73.8567,0.63,21.84,8,11,0
CP-01576,UPI Fraud,81403,4,17,Kolhapur,16.705,74.2433,0.57,2.51,10,11,1
CP-01577,Investment Fraud,80369,12,4,Mumbai,19.076,72.8777,0.38,49.02,2,10,0
CP-01578,Identity Theft,53025,1,6,Nashik,19.9975,73.7898,0.95,13.21,20,2,0
CP-01579,UPI Fraud,25619,10,9,Pune,18.5204,73.8567,0.99,30.97,17,7,1
CP-01580,Investment Fraud,75648,8,7,Nagpur,21.1458,79.0882,0.76,22.13,23,5,1
CP-01581,UPI Fraud,88506,1,20,Thane,19.2183,72.9781,0.4,9.47,9,8,0
CP-01582,UPI Fraud,27649,1,14,Nashik,19.9975,73.7898,0.66,14.1,14,10,0
CP-01583,Online Shopping Fraud,29968,1,11,Mumbai,19.076,72.8777,0.22,30.76,23,14,0
CP-01584,Investment Fraud,83700,10,11,Nashik,19.9975,73.7898,0.54,24.04,17,0,0
CP-01585,Online Shopping Fraud,42396,6,15,Nagpur,21.1458,79.0882,0.15,42.79,15,6,0
CP-01586,Identity Theft,22783,11,13,Kolhapur,16.705,74.2433,0.26,2.1,18,2,0
CP-01587,Investment Fraud,45759,2,7,Thane,19.2183,72.9781,0.75,26.71,9,9,0
CP-01588,Online Shopping Fraud,88908,8,1,Nashik,19.9975,73.7898,0.16,29.45,19,11,0
CP-01589,Phishing,54946,13,1,Nashik,19.9975,73.7898,0.75,14.55,23,15,1
CP-01590,Phishing,70963,3,13,Nashik,19.9975,73.7898,0.61,42.56,3,12,1
CP-01591,Online Shopping Fraud,15000,10,10,Mumbai,19.076,72.8777,0.18,8.38,23,12,0
CP-01592,UPI Fraud,46640,13,7,Nashik,19.9975,73.7898,0.42,30.16,10,11,0
CP-01593,Identity Theft,90526,11,11,Kolhapur,16.705,74.2433,0.5,26.86,7,12,0
CP-01594,UPI Fraud,61306,5,15,Aurangabad,19.8762,75.3433,0.16,43.73,12,9,0
CP-01595,Online Shopping Fraud,44285,13,15,Thane,19.2183,72.9781,0.66,34.33,3,12,1
CP-01596,Online Shopping Fraud,55301,7,14,Kolhapur,16.705,74.2433,0.19,1.94,7,4,0
CP-01597,Online Shopping Fraud,66476,2,20,Thane,19.2183,72.9781,0.57,20.73,0,10,1
CP-01598,Online Shopping Fraud,22318,10,16,Mumbai,19.076,72.8777,0.68,47.62,0,12,1
CP-01599,Identity Theft,25801,14,6,Thane,19.2183,72.9781,0.46,36.29,7,5,0
CP-01600,Identity Theft,26686,6,5,Kolhapur,16.705,74.2433,0.29,44.78,6,14,0
CP-01601,Online Shopping Fraud,90110,10,15,Mumbai,19.076,72.8777,0.99,39.94,14,3,1
CP-01602,UPI Fraud,43918,14,6,Aurangabad,19.8762,75.3433,0.24,36.24,2,0,0
CP-01603,Investment Fraud,89219,7,17,Kolhapur,16.705,74.2433,1.0,43.18,2,13,1
CP-01604,Identity Theft,70930,2,20,Kolhapur,16.705,74.2433,0.65,26.94,0,14,1
CP-01605,Investment Fraud,95662,1,10,Aurangabad,19.8762,75.3433,0.81,41.5,23,1,0
CP-01606,Phishing,94429,15,17,Nashik,19.9975,73.7898,0.63,22.28,3,3,1
CP-01607,Identity Theft,34906,13,19,Aurangabad,19.8762,75.3433,0.75,6.03,5,11,1
CP-01608,UPI Fraud,45042,3,8,Kolhapur,16.705,74.2433,0.8,10.9,3,10,1
CP-01609,Investment Fraud,93440,8,8,Nashik,19.9975,73.7898,0.76,17.45,22,14,0
CP-01610,Online Shopping Fraud,59531,12,9,Aurangabad,19.8762,75.3433,0.57,29.92,4,4,0
CP-01611,Online Shopping Fraud,3900,4,12,Nagpur,21.1458,79.0882,0.56,35.83,9,5,0
CP-01612,Phishing,40443,8,15,Kolhapur,16.705,74.2433,0.67,8.14,22,4,0
CP-01613,Phishing,38816,14,13,Thane,19.2183,72.9781,0.26,11.78,6,9,0
CP-01614,Identity Theft,2081,5,12,Thane,19.2183,72.9781,0.72,37.4,16,12,0
CP-01615,Identity Theft,22835,6,5,Thane,19.2183,72.9781,0.59,25.3,16,11,0
CP-01616,UPI Fraud,64102,11,6,Aurangabad,19.8762,75.3433,0.87,24.36,15,12,1
CP-01617,Phishing,8987,6,8,Kolhapur,16.705,74.2433,0.31,11.6,8,3,0
CP-01618,Phishing,65877,8,19,Nagpur,21.1458,79.0882,0.91,45.36,23,7,1
CP-01619,Investment Fraud,87563,1,13,Nagpur,21.1458,79.0882,0.63,47.63,16,2,0
CP-01620,Online Shopping Fraud,70591,14,18,Thane,19.2183,72.9781,0.87,48.54,1,14,1
CP-01621,Phishing,33002,4,9,Thane,19.2183,72.9781,0.8,9.54,20,7,0
CP-01622,UPI Fraud,94528,8,6,Kolhapur,16.705,74.2433,0.04,30.65,17,8,0
CP-01623,Phishing,25405,12,3,Kolhapur,16.705,74.2433,0.91,7.06,9,1,0
CP-01624,UPI Fraud,32473,10,19,Mumbai,19.076,72.8777,0.48,5.36,1,10,1
CP-01625,Online Shopping Fraud,63191,2,15,Mumbai,19.076,72.8777,0.08,10.27,17,6,0
CP-01626,Phishing,39816,10,1,Nashik,19.9975,73.7898,0.58,43.13,3,14,0
CP-01627,Identity Theft,83721,10,15,Thane,19.2183,72.9781,0.99,12.96,13,8,1
CP-01628,Investment Fraud,23638,6,17,Kolhapur,16.705,74.2433,0.48,14.55,20,9,0
CP-01629,UPI Fraud,70255,4,11,Aurangabad,19.8762,75.3433,0.28,28.28,9,14,0
CP-01630,Phishing,24378,8,1,Aurangabad,19.8762,75.3433,0.32,48.73,15,15,0
CP-01631,Online Shopping Fraud,9093,13,14,Mumbai,19.076,72.8777,0.67,5.18,14,10,1
CP-01632,Investment Fraud,24441,4,4,Aurangabad,19.8762,75.3433,0.76,11.05,16,9,0
CP-01633,Investment Fraud,70020,8,4,Aurangabad,19.8762,75.3433,0.68,46.41,6,4,0
CP-01634,Investment Fraud,25653,13,13,Mumbai,19.076,72.8777,0.79,42.69,19,5,1
CP-01635,Investment Fraud,62598,11,20,Thane,19.2183,72.9781,0.79,39.1,8,7,1
CP-01636,Identity Theft,40295,6,5,Nashik,19.9975,73.7898,0.31,36.47,23,10,0
CP-01637,Identity Theft,56244,10,13,Nagpur,21.1458,79.0882,0.76,0.78,12,1,1
CP-01638,Phishing,85145,13,5,Nagpur,21.1458,79.0882,0.97,38.47,0,6,1
CP-01639,Investment Fraud,94435,5,10,Kolhapur,16.705,74.2433,0.83,1.67,13,12,1
CP-01640,UPI Fraud,73896,12,7,Thane,19.2183,72.9781,0.8,31.07,14,8,0
CP-01641,UPI Fraud,32368,3,11,Pune,18.5204,73.8567,0.72,47.1,18,15,0
CP-01642,UPI Fraud,86931,7,16,Aurangabad,19.8762,75.3433,0.25,49.35,18,12,0
CP-01643,Identity Theft,7855,11,11,Pune,18.5204,73.8567,0.28,18.79,9,3,0
CP-01644,Online Shopping Fraud,98781,2,11,Mumbai,19.076,72.8777,0.98,36.76,4,4,1
CP-01645,Online Shopping Fraud,75746,4,18,Nagpur,21.1458,79.0882,0.09,12.64,18,8,0
CP-01646,Investment Fraud,38696,12,1,Thane,19.2183,72.9781,0.14,38.61,22,10,0
CP-01647,Investment Fraud,58937,12,7,Aurangabad,19.8762,75.3433,0.18,23.68,14,11,0
CP-01648,UPI Fraud,89323,12,9,Mumbai,19.076,72.8777,0.26,37.51,0,4,0
CP-01649,Online Shopping Fraud,54341,7,13,Kolhapur,16.705,74.2433,0.81,40.01,16,1,0
CP-01650,Investment Fraud,2623,10,14,Nagpur,21.1458,79.0882,1.0,48.01,10,15,1
CP-01651,Online Shopping Fraud,44245,11,3,Thane,19.2183,72.9781,0.73,28.48,17,3,0
CP-01652,UPI Fraud,67805,14,3,Mumbai,19.076,72.8777,0.57,23.69,20,6,0
CP-01653,Investment Fraud,90147,7,9,Aurangabad,19.8762,75.3433,0.47,44.52,23,4,0
CP-01654,UPI Fraud,24312,11,19,Pune,18.5204,73.8567,0.34,26.62,22,13,0
CP-01655,Investment Fraud,75832,5,1,Nashik,19.9975,73.7898,0.62,19.8,0,7,0
CP-01656,Phishing,20225,5,8,Nashik,19.9975,73.7898,0.58,38.51,17,14,0
CP-01657,Phishing,75792,15,12,Aurangabad,19.8762,75.3433,0.89,35.89,18,4,1
CP-01658,Phishing,19935,4,10,Aurangabad,19.8762,75.3433,0.18,1.8,19,1,0
CP-01659,Phishing,46181,2,11,Thane,19.2183,72.9781,0.87,46.46,21,6,0
CP-01660,Phishing,21902,7,9,Nagpur,21.1458,79.0882,0.23,46.03,11,0,0
CP-01661,Identity Theft,16636,14,13,Nashik,19.9975,73.7898,0.03,43.44,23,6,0
CP-01662,UPI Fraud,59064,8,13,Pune,18.5204,73.8567,0.2,38.66,18,3,0
CP-01663,Identity Theft,66914,15,19,Mumbai,19.076,72.8777,0.72,6.52,6,3,1
